Dark+	#1e1e1e	#cccccc	#000000,#cd3131,#0dbc79,#e5e510,#2472c8,#bc3fbc,#11a8cd,#e5e5e5,#666666,#f14c4c,#23d18b,#f5f543,#3b8eea,#d670d6,#29b8db,#e5e5e5
Darkermatrix	#070c0e	#28380d	#091013,#002e18,#6fa64c,#595900,#00cb6b,#412a4d,#125459,#002e19,#333333,#00381d,#90d762,#e2e500,#00ff87,#412a4d,#176c73,#00381e
Darkmatrix	#070c0e	#3e5715	#091013,#006536,#6fa64c,#7e8000,#2c9a84,#452d53,#114d53,#006536,#333333,#00733d,#90d762,#e2e500,#46d8b8,#4a3059,#12545a,#006536
Darkside	#222324	#bababa	#000000,#e8341c,#68c256,#f2d42c,#1c98e8,#8e69c9,#1c98e8,#bababa,#000000,#e05a4f,#77b869,#efd64b,#387cd3,#957bbe,#3d97e2,#bababa
Dawnfox	#faf4ed	#575279	#575279,#b4637a,#618774,#ea9d34,#286983,#907aa9,#56949f,#e5e9f0,#5f5695,#c26d85,#629f81,#eea846,#2d81a3,#9a80b9,#5ca7b4,#e6ebf3
Dayfox	#f6f2ee	#3d2b5a	#352c24,#a5222f,#396847,#ac5402,#2848a9,#6e33ce,#287980,#f2e9e1,#534c45,#b3434e,#577f63,#b86e28,#4863b6,#8452d5,#488d93,#f4ece6
Deep	#090909	#cdcdcd	#000000,#d70005,#1cd915,#d9bd26,#5665ff,#b052da,#50d2da,#e0e0e0,#535353,#fb0007,#22ff18,#fedc2b,#9fa9ff,#e09aff,#8df9ff,#ffffff
Desert	#333333	#ffffff	#4d4d4d,#ff2b2b,#98fb98,#f0e68c,#cd853f,#ffdead,#ffa0a0,#f5deb3,#555555,#ff5555,#55ff55,#ffff55,#87ceff,#ff55ff,#ffd700,#ffffff
Detuned	#000000	#c7c7c7	#171717,#ea5386,#b3e153,#e4da81,#4192d3,#8f3ef6,#6cb4d5,#c7c7c7,#686868,#ea86ac,#c5e280,#fdf38f,#55bbf9,#b9a0f9,#7fd4fb,#ffffff
Dimidium	#141414	#bab7b6	#000000,#cf494c,#60b442,#db9c11,#0575d8,#af5ed2,#1db6bb,#bab7b6,#817e7e,#ff643b,#37e57b,#fccd1a,#688dfd,#ed6fe9,#32e0fb,#dee3e4
Dimmed Monokai	#1f1f1f	#b9bcba	#3a3d43,#be3f48,#879a3b,#c5a635,#4f76a1,#855c8d,#578fa4,#b9bcba,#888987,#fb001f,#0f722f,#c47033,#186de3,#fb0067,#2e706d,#fdffb9
Django	#0b2f20	#f8f8f8	#000000,#fd6209,#41a83e,#ffe862,#245032,#f8f8f8,#9df39f,#ffffff,#323232,#ff943b,#73da70,#ffff94,#568264,#ffffff,#cfffd1,#ffffff
Django Reborn Again	#051f14	#dadedc	#000000,#fd6209,#41a83e,#ffe862,#245032,#f8f8f8,#9df39f,#ffffff,#323232,#ff943b,#73da70,#ffff94,#568264,#ffffff,#cfffd1,#ffffff
Django Smooth	#245032	#f8f8f8	#000000,#fd6209,#41a83e,#ffe862,#989898,#f8f8f8,#9df39f,#e8e8e7,#323232,#ff943b,#73da70,#ffff94,#cacaca,#ffffff,#cfffd1,#ffffff
Dogxi Misty	#282a35	#eff0eb	#000000,#ec675e,#a6e173,#e6bf7b,#aceafb,#ed73be,#82dbeb,#f1f1f0,#686868,#ec675e,#a6e173,#e8c88a,#aceafb,#ed73be,#9cdeee,#f1f1f0
Doom One	#282c34	#bbc2cf	#000000,#ff6c6b,#98be65,#ecbe7b,#a9a1e1,#c678dd,#51afef,#bbc2cf,#000000,#ff6655,#99bb66,#ecbe7b,#a9a1e1,#c678dd,#51afef,#bfbfbf
Doom Peacock	#2b2a27	#ede0ce	#1c1f24,#cb4b16,#26a6a6,#bcd42a,#2a6cc6,#a9a1e1,#5699af,#ede0ce,#2b2a27,#ff5d38,#98be65,#e6f972,#51afef,#c678dd,#46d9ff,#dfdfdf
Dot Gov	#262c35	#ebebeb	#191919,#bf091d,#3d9751,#f6bb34,#17b2e0,#7830b0,#8bd2ed,#ffffff,#191919,#bf091d,#3d9751,#f6bb34,#17b2e0,#7830b0,#8bd2ed,#ffffff
Dracula	#282a36	#f8f8f2	#21222c,#ff5555,#50fa7b,#f1fa8c,#bd93f9,#ff79c6,#8be9fd,#f8f8f2,#6272a4,#ff6e6e,#69ff94,#ffffa5,#d6acff,#ff92df,#a4ffff,#ffffff
Dracula+	#212121	#f8f8f2	#21222c,#ff5555,#50fa7b,#ffcb6b,#82aaff,#c792ea,#8be9fd,#f8f8f2,#545454,#ff6e6e,#69ff94,#ffcb6b,#d6acff,#ff92df,#a4ffff,#f8f8f2
Duckbones	#0e101a	#ebefc0	#0e101a,#e03600,#5dcd97,#e39500,#00a3cb,#795ccc,#00a3cb,#ebefc0,#2b2f46,#ff4821,#58db9e,#f6a100,#00b4e0,#b3a1e6,#00b4e0,#b3b692
Duotone Dark	#1f1d27	#b7a1ff	#1f1d27,#d9393e,#2dcd73,#d9b76e,#ffc284,#de8d40,#2488ff,#b7a1ff,#353147,#d9393e,#2dcd73,#d9b76e,#ffc284,#de8d40,#2488ff,#eae5ff
Duskfox	#232136	#e0def4	#393552,#eb6f92,#a3be8c,#f6c177,#569fba,#c4a7e7,#9ccfd8,#e0def4,#47407d,#f083a2,#b1d196,#f9cb8c,#65b1cd,#ccb1ed,#a6dae3,#e2e0f7
Earthsong	#292520	#e5c7a9	#121418,#c94234,#85c54c,#f5ae2e,#1398b9,#d0633d,#509552,#e5c6aa,#675f54,#ff645a,#98e036,#e0d561,#5fdaff,#ff9269,#84f088,#f6f7ec
Electron Highlighter	#24283b	#a8b5d1	#15161e,#f7768e,#58ffc7,#ffecb8,#82aaff,#d2a6ef,#5ce1ff,#7586b3,#4e5b88,#f7768e,#58ffc7,#ffecb8,#82aaff,#d2a6ef,#5ce1ff,#c5cde0
Electron Highlighter Day	#eef0f5	#2f3b54	#c2c6d4,#f52a65,#10a877,#df8e1d,#366ff0,#8b4fe0,#0a9fbf,#59647e,#7b88a8,#f52a65,#10a877,#df8e1d,#366ff0,#8b4fe0,#0a9fbf,#2f3b54
Elegant	#292b31	#cfd2d6	#0c1221,#ea335b,#95ca9a,#f7cd94,#93aadd,#bf94e5,#8ccaec,#ffffff,#575656,#ea335b,#95ca9a,#f7cd94,#93aadd,#bf94e5,#5faae9,#ffffff
Elemental	#22211d	#807a74	#3c3c30,#98290f,#479a43,#7f7111,#497f7d,#7f4e2f,#387f58,#807974,#555445,#e0502a,#61e070,#d69927,#79d9d9,#cd7c54,#59d599,#fff1e9
Elementary	#181818	#efefef	#242424,#d71c15,#5aa513,#fdb40c,#063b8c,#e40038,#2595e1,#efefef,#4b4b4b,#fc1c18,#6bc219,#fec80e,#0955ff,#fb0050,#3ea8fc,#8c00ec
Embark	#1e1c31	#eeffff	#1e1c31,#f0719b,#a1efd3,#ffe9aa,#57c7ff,#c792ea,#87dfeb,#f8f8f2,#585273,#f02e6e,#2ce592,#ffb378,#1da0e2,#a742ea,#63f2f1,#a6b3cc
Embers Dark	#16130f	#a39a90	#16130f,#826d57,#57826d,#6d8257,#6d5782,#82576d,#576d82,#a39a90,#5a5047,#828257,#2c2620,#433b32,#8a8075,#beb6ae,#825757,#dbd6d1
Emerald Synth	#0d0221	#00ffcc	#0a0118,#ff2a6d,#00e67e,#ffcc66,#8b9cf7,#ff79c6,#4dd0e1,#f0e6ff,#6a5585,#ff5c8a,#40ffdd,#ffe099,#b0b8fc,#ff9ed0,#7ee0ec,#ffffff
ENCOM	#000000	#00a595	#000000,#9f0000,#008b00,#ffd000,#0081ff,#bc00ca,#008b8b,#bbbbbb,#555555,#ff0000,#00ee00,#ffff00,#0000ff,#ff00ff,#00cdcd,#ffffff
Espresso	#323232	#ffffff	#353535,#d25252,#a5c261,#ffc66d,#6c99bb,#d197d9,#bed6ff,#eeeeec,#535353,#f00c0c,#c2e075,#e1e48b,#8ab7d9,#efb5f7,#dcf4ff,#ffffff
Espresso Libre	#2a211c	#b8a898	#000000,#cc0000,#1a921c,#f0e53a,#0066ff,#c5656b,#06989a,#d3d7cf,#555753,#ef2929,#9aff87,#fffb5c,#43a8ed,#ff818a,#34e2e2,#eeeeec
Everblush	#141b1e	#dadada	#232a2d,#e57474,#8ccf7e,#e5c76b,#67b0e8,#c47fd5,#6cbfbf,#b3b9b8,#2d3437,#ef7e7e,#96d988,#f4d67a,#71baf2,#ce89df,#67cbe7,#bdc3c2
Everforest Dark Hard	#1e2326	#d3c6aa	#7a8478,#e67e80,#a7c080,#dbbc7f,#7fbbb3,#d699b6,#83c092,#f2efdf,#a6b0a0,#f85552,#8da101,#dfa000,#3a94c5,#df69ba,#35a77c,#fffbef
Everforest Dark Med	#232a2e	#d3c6aa	#7a8478,#e67e80,#a7c080,#dbbc7f,#7fbbb3,#d699b6,#83c092,#f2efdf,#a6b0a0,#f85552,#8da101,#dfa000,#3a94c5,#df69ba,#35a77c,#fffbef
Everforest Dark Soft	#293136	#d3c6aa	#7a8478,#e67e80,#a7c080,#dbbc7f,#7fbbb3,#d699b6,#83c092,#f2efdf,#a6b0a0,#f85552,#8da101,#dfa000,#3a94c5,#df69ba,#35a77c,#fffbef
Everforest Light Hard	#f2efdf	#5c6a72	#7a8478,#e67e80,#a7c080,#dbbc7f,#7fbbb3,#d699b6,#83c092,#f2efdf,#a6b0a0,#f85552,#8da101,#dfa000,#3a94c5,#df69ba,#35a77c,#fffbef
Everforest Light Med	#efebd4	#5c6a72	#7a8478,#e67e80,#a7c080,#dbbc7f,#7fbbb3,#d699b6,#83c092,#f2efdf,#a6b0a0,#f85552,#8da101,#dfa000,#3a94c5,#df69ba,#35a77c,#fffbef
Everforest Light Soft	#e5dfc5	#5c6a72	#7a8478,#e67e80,#a7c080,#dbbc7f,#7fbbb3,#d699b6,#83c092,#f2efdf,#a6b0a0,#f85552,#8da101,#dfa000,#3a94c5,#df69ba,#35a77c,#fffbef
Fahrenheit	#000000	#ffffce	#1d1d1d,#cda074,#9e744d,#fecf75,#720102,#734c4d,#979797,#ffffce,#000000,#fecea0,#cc734d,#fd9f4d,#cb4a05,#4e739f,#fed04d,#ffffff
Fairyfloss	#5a5475	#f8f8f2	#040303,#f92672,#c2ffdf,#e6c000,#c2ffdf,#ffb8d1,#c5a3ff,#f8f8f0,#6090cb,#ff857f,#c2ffdf,#ffea00,#c2ffdf,#ffb8d1,#c5a3ff,#f8f8f0
Farmhouse Dark	#1d2027	#e8e4e1	#1d2027,#ba0004,#549d00,#c87300,#0049e6,#9f1b61,#1fb65c,#e8e4e1,#394047,#eb0009,#7ac100,#ea9a00,#006efe,#bf3b7f,#19e062,#f4eef0
Farmhouse Light	#e8e4e1	#1d2027	#1d2027,#8d0003,#3a7d00,#a95600,#092ccd,#820046,#229256,#e8e4e1,#394047,#eb0009,#7ac100,#ea9a00,#006efe,#bf3b7f,#19e062,#f4eef0
Fideloper	#292f33	#dbdae0	#292f33,#cb1e2d,#edb8ac,#b7ab9b,#2e78c2,#c0236f,#309186,#eae3ce,#092028,#d4605a,#d4605a,#a86671,#7c85c4,#5c5db2,#819090,#fcf4df
Firefly Traditional	#000000	#f5f5f5	#000000,#c23720,#33bc26,#afad24,#5a63ff,#d53ad2,#33bbc7,#cccccc,#828282,#ff3b1e,#2ee720,#ecec16,#838dff,#ff5cfe,#29f0f0,#ebebeb
Firefox Dev	#0e1011	#7c8fa4	#002831,#e63853,#5eb83c,#a57706,#359ddf,#d75cff,#4b73a2,#dcdcdc,#001e27,#e1003f,#1d9000,#cd9409,#006fc0,#a200da,#005794,#e2e2e2
Firewatch	#1e2027	#9ba2b2	#585f6d,#d95360,#5ab977,#dfb563,#4d89c4,#d55119,#44a8b6,#e6e5ff,#585f6d,#d95360,#5ab977,#dfb563,#4c89c5,#d55119,#44a8b6,#e6e5ff
Fish Tank	#232537	#ecf0fe	#03073c,#c6004a,#acf157,#fecd5e,#525fb8,#986f82,#968763,#ecf0fc,#6c5b30,#da4b8a,#dbffa9,#fee6a9,#b2befa,#fda5cd,#a5bd86,#f6ffec
Flat	#002240	#2cc55d	#222d3f,#a82320,#32a548,#e58d11,#3167ac,#781aa0,#2c9370,#b0b6ba,#212c3c,#d4312e,#2d9440,#e5be0c,#3c7dd2,#8230a7,#35b387,#e7eced
Flatland	#1d1f21	#b8dbef	#1d1d19,#f18339,#9fd364,#f4ef6d,#5096be,#695abc,#d63865,#ffffff,#1d1d19,#d22a24,#a7d42c,#ff8949,#61b9d0,#695abc,#d63865,#ffffff
Flexoki Dark	#100f0f	#cecdc3	#100f0f,#d14d41,#879a39,#d0a215,#4385be,#ce5d97,#3aa99f,#878580,#575653,#af3029,#66800b,#ad8301,#205ea6,#a02f6f,#24837b,#cecdc3
Flexoki Light	#fffcf0	#100f0f	#100f0f,#af3029,#66800b,#ad8301,#205ea6,#a02f6f,#24837b,#6f6e69,#b7b5ac,#d14d41,#879a39,#d0a215,#4385be,#ce5d97,#3aa99f,#cecdc3
Floraverse	#0e0d15	#dbd1b9	#08002e,#64002c,#5d731a,#cd751c,#1d6da1,#b7077e,#42a38c,#f3e0b8,#331e4d,#d02063,#b4ce59,#fac357,#40a4cf,#f12aae,#62caa8,#fff5db
Forest Blue	#051519	#e2d8cd	#333333,#f8818e,#92d3a2,#1a8e63,#8ed0ce,#5e468c,#31658c,#e2d8cd,#3d3d3d,#fb3d66,#6bb48d,#30c85a,#39a7a2,#7e62b3,#6096bf,#e2d8cd
Framer	#111111	#777777	#141414,#ff5555,#98ec65,#ffcc33,#00aaff,#aa88ff,#88ddff,#cccccc,#414141,#ff8888,#b6f292,#ffd966,#33bbff,#cebbff,#bbecff,#ffffff
Front End Delight	#1b1c1d	#adadad	#242526,#f8511b,#565747,#fa771d,#2c70b7,#f02e4f,#3ca1a6,#adadad,#5fac6d,#f74319,#74ec4c,#fdc325,#3393ca,#e75e4f,#4fbce6,#8c735b
Fun Forrest	#251200	#dec165	#000000,#d6262b,#919c00,#be8a13,#4699a3,#8d4331,#da8213,#ddc265,#7f6a55,#e55a1c,#bfc65a,#ffcb1b,#7cc9cf,#d26349,#e6a96b,#ffeaa3
Galaxy	#1d2837	#ffffff	#000000,#f9555f,#21b089,#fef02a,#589df6,#944d95,#1f9ee7,#bbbbbb,#555555,#fa8c8f,#35bb9a,#ffff55,#589df6,#e75699,#3979bc,#ffffff
Galizur	#071317	#ddeeff	#223344,#aa1122,#33aa11,#ccaa22,#2255cc,#7755aa,#22bbdd,#8899aa,#556677,#ff1133,#33ff11,#ffdd33,#3377ff,#aa77ff,#33ddff,#bbccdd
Ghostty Default Style Dark	#292c33	#ffffff	#1d1f21,#bf6b69,#b7bd73,#e9c880,#88a1bb,#ad95b8,#95bdb7,#c5c8c6,#666666,#c55757,#bcc95f,#e1c65e,#83a5d6,#bc99d4,#83beb1,#eaeaea
GitHub	#f4f4f4	#3e3e3e	#3e3e3e,#970b16,#07962a,#f8eec7,#003e8a,#e94691,#89d1ec,#ffffff,#666666,#de0000,#87d5a2,#f1d007,#2e6cba,#ffa29f,#1cfafe,#ffffff
GitHub Dark	#101216	#8b949e	#000000,#f78166,#56d364,#e3b341,#6ca4f8,#db61a2,#2b7489,#ffffff,#4d4d4d,#f78166,#56d364,#e3b341,#6ca4f8,#db61a2,#2b7489,#ffffff
GitHub Dark Colorblind	#0d1117	#c9d1d9	#484f58,#ec8e2c,#58a6ff,#d29922,#58a6ff,#bc8cff,#39c5cf,#b1bac4,#6e7681,#fdac54,#79c0ff,#e3b341,#79c0ff,#d2a8ff,#56d4dd,#ffffff
GitHub Dark Default	#0d1117	#e6edf3	#484f58,#ff7b72,#3fb950,#d29922,#58a6ff,#bc8cff,#39c5cf,#b1bac4,#6e7681,#ffa198,#56d364,#e3b341,#79c0ff,#d2a8ff,#56d4dd,#ffffff
GitHub Dark Dimmed	#22272e	#adbac7	#545d68,#f47067,#57ab5a,#c69026,#539bf5,#b083f0,#39c5cf,#909dab,#636e7b,#ff938a,#6bc46d,#daaa3f,#6cb6ff,#dcbdfb,#56d4dd,#cdd9e5
GitHub Dark High Contrast	#0a0c10	#f0f3f6	#7a828e,#ff9492,#26cd4d,#f0b72f,#71b7ff,#cb9eff,#39c5cf,#d9dee3,#9ea7b3,#ffb1af,#4ae168,#f7c843,#91cbff,#dbb7ff,#56d4dd,#ffffff
GitHub Light Colorblind	#ffffff	#24292f	#24292f,#b35900,#0550ae,#4d2d00,#0969da,#8250df,#1b7c83,#6e7781,#57606a,#8a4600,#0969da,#633c01,#218bff,#a475f9,#3192aa,#8c959f
GitHub Light Default	#ffffff	#1f2328	#24292f,#cf222e,#116329,#4d2d00,#0969da,#8250df,#1b7c83,#6e7781,#57606a,#a40e26,#1a7f37,#633c01,#218bff,#a475f9,#3192aa,#8c959f
GitHub Light High Contrast	#ffffff	#0e1116	#0e1116,#a0111f,#024c1a,#3f2200,#0349b4,#622cbc,#1b7c83,#66707b,#4b535d,#86061d,#055d20,#4e2c00,#1168e3,#844ae7,#3192aa,#88929d
GitLab Dark	#28262b	#ffffff	#000000,#f57f6c,#52b87a,#d99530,#7fb6ed,#f88aaf,#32c5d2,#ffffff,#666666,#fcb5aa,#91d4a8,#e9be74,#498dd1,#fcacc5,#5edee3,#ffffff
GitLab Dark Grey	#222222	#ffffff	#000000,#f57f6c,#52b87a,#d99530,#7fb6ed,#f88aaf,#32c5d2,#ffffff,#666666,#fcb5aa,#91d4a8,#e9be74,#498dd1,#fcacc5,#5edee3,#ffffff
GitLab Light	#fafaff	#303030	#303030,#a31700,#0a7f3d,#af551d,#006cd8,#583cac,#00798a,#303030,#303030,#a31700,#0a7f3d,#af551d,#006cd8,#583cac,#00798a,#303030
Glacier	#0c1115	#ffffff	#2e343c,#bd0f2f,#35a770,#fb9435,#1f5872,#bd2523,#778397,#ffffff,#404a55,#bd0f2f,#49e998,#fddf6e,#2a8bc1,#ea4727,#a0b6d3,#ffffff
Gleam	#292d3e	#ffffff	#000000,#f44747,#aadd8b,#ffd596,#6796e6,#fe7ab2,#b181ec,#f7f7f7,#808080,#ff4a4a,#c8ffa7,#fdffab,#9ce7ff,#ffaff3,#d9baff,#ffffff
Gleam Classic	#1e1e1e	#ffffff	#000000,#f44747,#aadd8b,#ffd596,#6796e6,#fe7ab2,#b181ec,#f7f7f7,#808080,#ff4a4a,#c8ffa7,#fdffab,#9ce7ff,#ffaff3,#d9baff,#ffffff
Grape	#171423	#9f9fa1	#2d283f,#ed2261,#1fa91b,#8ddc20,#487df4,#8d35c9,#3bdeed,#9e9ea0,#59516a,#f0729a,#53aa5e,#b2dc87,#a9bcec,#ad81c2,#9de3eb,#a288f7
Grass	#13773d	#fff0a5	#000000,#bb0000,#00bb00,#e7b000,#0000a3,#950062,#00bbbb,#bbbbbb,#555555,#bb0000,#00bb00,#e7b000,#0000bb,#ff55ff,#55ffff,#ffffff
Grey Green	#002a1a	#ffffff	#000000,#fe1414,#74ff00,#f1ff01,#00deff,#ff00f0,#00ffbc,#ffffff,#666666,#ff3939,#00ff44,#ffd100,#00afff,#ff008a,#00ffd3,#f5ecec
Gruber Darker	#181818	#e4e4e4	#181818,#f43841,#73d936,#ffdd33,#96a6c8,#9e95c7,#95a99f,#e4e4e4,#52494e,#ff4f58,#73d936,#ffdd33,#96a6c8,#afafd7,#95a99f,#f5f5f5
Gruvbox Dark	#282828	#ebdbb2	#282828,#cc241d,#98971a,#d79921,#458588,#b16286,#689d6a,#a89984,#928374,#fb4934,#b8bb26,#fabd2f,#83a598,#d3869b,#8ec07c,#ebdbb2
Gruvbox Dark Hard	#1d2021	#ebdbb2	#1d2021,#cc241d,#98971a,#d79921,#458588,#b16286,#689d6a,#a89984,#928374,#fb4934,#b8bb26,#fabd2f,#83a598,#d3869b,#8ec07c,#ebdbb2
Gruvbox Light	#fbf1c7	#3c3836	#fbf1c7,#cc241d,#98971a,#d79921,#458588,#b16286,#689d6a,#7c6f64,#928374,#9d0006,#79740e,#b57614,#076678,#8f3f71,#427b58,#3c3836
Gruvbox Light Hard	#f9f5d7	#3c3836	#f9f5d7,#cc241d,#98971a,#d79921,#458588,#b16286,#689d6a,#7c6f64,#928374,#9d0006,#79740e,#b57614,#076678,#8f3f71,#427b58,#3c3836
Gruvbox Material	#1d2021	#d4be98	#141617,#ea6926,#c1d041,#eecf75,#6da3ec,#fd9bc1,#fe9d6e,#ffffff,#4c4c4c,#d3573b,#c1d041,#eecf75,#2c86ff,#fd9bc1,#92a5df,#ffffff
Gruvbox Material Dark	#282828	#d4be98	#282828,#ea6962,#a9b665,#d8a657,#7daea3,#d3869b,#89b482,#d4be98,#7c6f64,#ea6962,#a9b665,#d8a657,#7daea3,#d3869b,#89b482,#ddc7a1
Gruvbox Material Light	#fbf1c7	#654735	#fbf1c7,#c14a4a,#6c782e,#b47109,#45707a,#945e80,#4c7a5d,#654735,#a89984,#c14a4a,#6c782e,#b47109,#45707a,#945e80,#4c7a5d,#4f3829
Guezwhoz	#1d1d1d	#d9d9d9	#333333,#e85181,#7ad694,#b7d074,#5aa0d6,#9a90e0,#58d6ce,#d9d9d9,#808080,#e85181,#afd7af,#d1ed85,#64b2ed,#a398ed,#61ede4,#ededed
Hacktober	#141414	#c9c9c9	#191918,#b34538,#587744,#d08949,#206ec5,#864651,#ac9166,#f1eee7,#2c2b2a,#b33323,#42824a,#c75a22,#5389c5,#e795a5,#ebc587,#ffffff
Hardcore	#121212	#a0a0a0	#1b1d1e,#f92672,#a6e22e,#fd971f,#66d9ef,#9e6ffe,#5e7175,#ccccc6,#505354,#ff669d,#beed5f,#e6db74,#66d9ef,#9e6ffe,#a3babf,#f8f8f2
Harper	#010101	#a8a49d	#010101,#f8b63f,#7fb5e1,#d6da25,#489e48,#b296c6,#f5bfd7,#a8a49d,#726e6a,#f8b63f,#7fb5e1,#d6da25,#489e48,#b296c6,#f5bfd7,#fefbea
Havn Daggry	#f8f9fb	#3e4a77	#212840,#8f564b,#5c705b,#b36f00,#40567a,#775d93,#8a5a7e,#d7dbea,#212840,#bd533e,#79957b,#f3b550,#6988bc,#7b7393,#a4879c,#d7dbea
Havn Skumring	#121521	#d7dbea	#262c45,#d96048,#7cab7f,#eeb64e,#5d6bef,#7a729a,#ca8cbe,#dde0ed,#212840,#c47768,#8f9d90,#e4c693,#5d85c6,#967de7,#c57eb3,#fdf6e3
HaX0R Blue	#010515	#11b7ff	#010921,#10b6ff,#10b6ff,#10b6ff,#10b6ff,#10b6ff,#10b6ff,#fafafa,#080117,#00b3f7,#00b3f7,#00b3f7,#00b3f7,#00b3f7,#00b3f7,#fefefe
HaX0R Gr33N	#020f01	#16b10e	#001f0b,#15d00d,#15d00d,#15d00d,#15d00d,#15d00d,#15d00d,#fafafa,#001510,#19e20e,#19e20e,#19e20e,#19e20e,#19e20e,#19e20e,#fefefe
HaX0R R3D	#200101	#b10e0e	#1f0000,#b00d0d,#b00d0d,#b00d0d,#b00d0d,#b00d0d,#b00d0d,#fafafa,#150000,#ff1111,#ff1010,#ff1010,#ff1010,#ff1010,#ff1010,#fefefe
Heeler	#211f44	#fdfdfd	#000000,#d3573b,#c1d041,#eecf75,#6da3ec,#fd9bc1,#fe9d6e,#ffffff,#000000,#d3573b,#c1d041,#eecf75,#2c86ff,#fd9bc1,#92a5df,#ffffff
Highway	#222225	#ededed	#000000,#d00e18,#138034,#ffcb3e,#006bb3,#6b2775,#384564,#ededed,#5d504a,#f07e18,#b1d130,#fff120,#4fc2fd,#de0071,#5d504a,#ffffff
Hipster Green	#100b05	#84c138	#000000,#b6214a,#00a600,#bfbf00,#246eb2,#b200b2,#00a6b2,#bfbfbf,#666666,#e50000,#86a93e,#e5e500,#0000ff,#e500e5,#00e5e5,#e5e5e5
Hivacruz	#132638	#ede4e4	#202746,#c94922,#ac9739,#c08b30,#3d8fd1,#6679cc,#22a2c9,#979db4,#6b7394,#c76b29,#73ad43,#5e6687,#898ea4,#dfe2f1,#9c637a,#f5f7ff
Homebrew	#000000	#00ff00	#000000,#990000,#00a600,#999900,#0000b2,#b200b2,#00a6b2,#bfbfbf,#666666,#e50000,#00d900,#e5e500,#0000ff,#e500e5,#00e5e5,#e5e5e5
Hopscotch	#322931	#b9b5b8	#322931,#dd464c,#8fc13e,#fdcc59,#1290bf,#c85e7c,#149b93,#b9b5b8,#797379,#fd8b19,#433b42,#5c545b,#989498,#d5d3d5,#b33508,#ffffff
Hopscotch.256	#322931	#b9b5b8	#322931,#dd464c,#8fc13e,#fdcc59,#1290bf,#c85e7c,#149b93,#b9b5b8,#797379,#dd464c,#8fc13e,#fdcc59,#1290bf,#c85e7c,#149b93,#ffffff
Horizon	#1c1e26	#d5d8da	#000000,#e95678,#29d398,#fab795,#26bbd9,#ee64ac,#59e1e3,#e5e5e5,#666666,#ec6a88,#3fdaa4,#fbc3a7,#3fc4de,#f075b5,#6be4e6,#e5e5e5
Horizon Bright	#fbf0ee	#16161c	#16161c,#e95678,#29d398,#fab795,#26bbd9,#ee64ae,#59e3e3,#fdf0ed,#1a1c23,#ec6a88,#3fdaa4,#fbc3a7,#3fc6de,#f075b7,#6be6e6,#fff3f0
Hot Dog Stand	#ea3323	#ffffff	#000000,#ffff54,#ffff54,#ffff54,#000000,#ffff54,#ffffff,#c6c6c6,#000000,#ffff54,#ffff54,#ffff54,#000000,#ffff54,#ffffff,#c6c6c6
Hot Dog Stand (Mustard)	#ffff54	#000000	#000000,#ea3323,#ea3323,#ea3323,#000000,#ea3323,#000000,#b9b9b9,#000000,#ea3323,#ea3323,#ea3323,#000000,#ea3323,#000000,#c6c6c6
Hurtado	#000000	#dbdbdb	#575757,#ff1b00,#a5e055,#fbe74a,#496487,#fd5ff1,#86e9fe,#cbcccb,#262626,#d51d00,#a5df55,#fbe84a,#89beff,#c001c1,#86eafe,#dbdbdb
Hybrid	#161719	#b7bcba	#2a2e33,#b84d51,#b3bf5a,#e4b55e,#6e90b0,#a17eac,#7fbfb4,#b5b9b6,#1d1f22,#8d2e32,#798431,#e58a50,#4b6b88,#6e5079,#4d7b74,#5a626a
IBM 5153 CGA	#141414	#cecece	#141414,#d03333,#1bd01b,#d08c1b,#1b1bd0,#d01bd0,#1bd0d0,#cecece,#4e4e4e,#dc4e4e,#4edc4e,#f3f34e,#4e4edc,#f34ef3,#4ef3f3,#ffffff
IBM 5153 CGA (Black)	#000000	#c4c4c4	#000000,#c40000,#00c400,#c47e00,#0000c4,#c400c4,#00c4c4,#c4c4c4,#4e4e4e,#dc4e4e,#4edc4e,#f3f34e,#4e4edc,#f34ef3,#4ef3f3,#ffffff
IC Green PPL	#2c2c2c	#e0f1dc	#014401,#ff2736,#41a638,#76a831,#2ec3b9,#50a096,#3ca078,#e6fef2,#035c03,#b4fa5c,#aefb86,#dafa87,#2efaeb,#50fafa,#3cfac8,#e0f1dc
IC Orange PPL	#262626	#ffcb83	#000000,#c13900,#a4a900,#caaf00,#bd6d00,#fc5e00,#f79500,#ffc88a,#6a4f2a,#ff8c68,#f6ff40,#ffe36e,#ffbe55,#fc874f,#c69752,#fafaff
Iceberg Dark	#161821	#c6c8d1	#1e2132,#e27878,#b4be82,#e2a478,#84a0c6,#a093c7,#89b8c2,#c6c8d1,#6b7089,#e98989,#c0ca8e,#e9b189,#91acd1,#ada0d3,#95c4ce,#d2d4de
Iceberg Light	#e8e9ec	#33374c	#dcdfe7,#cc517a,#668e3d,#c57339,#2d539e,#7759b4,#3f83a6,#33374c,#8389a3,#cc3768,#598030,#b6662d,#22478e,#6845ad,#327698,#262a3f
Idea	#202020	#adadad	#adadad,#fc5256,#98b61c,#ccb444,#437ee7,#9d74b0,#248887,#181818,#ffffff,#fc7072,#98b61c,#ffff0b,#6c9ced,#fc7eff,#248887,#181818
